region_type,region,date,statistic,num_people
country,Belgium (Country),2020-02-19,confirmed,1
country,Belgium (Country),2020-02-19,deaths,0
country,Belgium (Country),2020-02-19,recovered,1
country,Belgium (Country),2020-02-20,active,0
country,Belgium (Country),2020-02-20,confirmed,1
country,Belgium (Country),2020-02-20,deaths,0
country,Belgium (Country),2020-02-20,recovered,1
country,Belgium (Country),2020-02-21,active,0
country,Belgium (Country),2020-02-21,confirmed,1
country,Belgium (Country),2020-02-21,deaths,0
country,Belgium (Country),2020-02-21,recovered,1
country,Belgium (Country),2020-02-22,active,0
country,Belgium (Country),2020-02-22,confirmed,1
country,Belgium (Country),2020-02-22,deaths,0
country,Belgium (Country),2020-02-22,recovered,1
country,Belgium (Country),2020-02-23,active,0
country,Belgium (Country),2020-02-23,confirmed,1
country,Belgium (Country),2020-02-23,deaths,0
country,Belgium (Country),2020-02-23,recovered,1
country,Belgium (Country),2020-02-24,active,0
country,Belgium (Country),2020-02-24,confirmed,1
country,Belgium (Country),2020-02-24,deaths,0
country,Belgium (Country),2020-02-24,recovered,1
country,Belgium (Country),2020-02-25,active,0
country,Belgium (Country),2020-02-25,confirmed,1
country,Belgium (Country),2020-02-25,deaths,0
country,Belgium (Country),2020-02-25,recovered,1
country,Belgium (Country),2020-02-26,active,0
country,Belgium (Country),2020-02-26,confirmed,1
country,Belgium (Country),2020-02-26,deaths,0
country,Belgium (Country),2020-02-26,recovered,1
country,Belgium (Country),2020-02-27,active,0
country,Belgium (Country),2020-02-27,confirmed,1
country,Belgium (Country),2020-02-27,deaths,0
country,Belgium (Country),2020-02-27,recovered,1
country,Belgium (Country),2020-02-28,active,0
country,Belgium (Country),2020-02-28,confirmed,1
country,Belgium (Country),2020-02-28,deaths,0
country,Belgium (Country),2020-02-28,recovered,1
country,Belgium (Country),2020-02-29,active,0
country,Belgium (Country),2020-02-29,confirmed,1
country,Belgium (Country),2020-02-29,deaths,0
country,Belgium (Country),2020-02-29,recovered,1
country,Belgium (Country),2020-03-01,active,1
country,Belgium (Country),2020-03-01,confirmed,2
country,Belgium (Country),2020-03-01,deaths,0
country,Belgium (Country),2020-03-01,recovered,1
country,Belgium (Country),2020-03-02,active,7
country,Belgium (Country),2020-03-02,confirmed,8
country,Belgium (Country),2020-03-02,deaths,0
country,Belgium (Country),2020-03-02,recovered,1
country,Belgium (Country),2020-03-03,active,12
country,Belgium (Country),2020-03-03,confirmed,13
country,Belgium (Country),2020-03-03,deaths,0
country,Belgium (Country),2020-03-03,recovered,1
country,Belgium (Country),2020-03-04,active,22
country,Belgium (Country),2020-03-04,confirmed,23
country,Belgium (Country),2020-03-04,deaths,0
country,Belgium (Country),2020-03-04,recovered,1
country,Belgium (Country),2020-03-05,active,49
country,Belgium (Country),2020-03-05,confirmed,50
country,Belgium (Country),2020-03-05,deaths,0
country,Belgium (Country),2020-03-05,recovered,1
country,Belgium (Country),2020-03-06,active,108
country,Belgium (Country),2020-03-06,confirmed,109
country,Belgium (Country),2020-03-06,deaths,0
country,Belgium (Country),2020-03-06,recovered,1
country,Belgium (Country),2020-03-07,active,168
country,Belgium (Country),2020-03-07,confirmed,169
country,Belgium (Country),2020-03-07,deaths,0
country,Belgium (Country),2020-03-07,recovered,1
country,Belgium (Country),2020-03-08,active,199
country,Belgium (Country),2020-03-08,confirmed,200
country,Belgium (Country),2020-03-08,deaths,0
country,Belgium (Country),2020-03-08,recovered,1
country,Belgium (Country),2020-03-09,active,238
country,Belgium (Country),2020-03-09,confirmed,239
country,Belgium (Country),2020-03-09,deaths,0
country,Belgium (Country),2020-03-09,recovered,1
country,Belgium (Country),2020-03-10,active,266
country,Belgium (Country),2020-03-10,confirmed,267
country,Belgium (Country),2020-03-10,deaths,0
country,Belgium (Country),2020-03-10,recovered,1
country,Belgium (Country),2020-03-11,active,310
country,Belgium (Country),2020-03-11,confirmed,314
country,Belgium (Country),2020-03-11,deaths,3
country,Belgium (Country),2020-03-11,recovered,1
country,Belgium (Country),2020-03-12,active,310
country,Belgium (Country),2020-03-12,confirmed,314
country,Belgium (Country),2020-03-12,deaths,3
country,Belgium (Country),2020-03-12,recovered,1
country,Belgium (Country),2020-03-13,active,555
country,Belgium (Country),2020-03-13,confirmed,559
country,Belgium (Country),2020-03-13,deaths,3
country,Belgium (Country),2020-03-13,recovered,1
country,Belgium (Country),2020-03-14,active,684
country,Belgium (Country),2020-03-14,confirmed,689
country,Belgium (Country),2020-03-14,deaths,4
country,Belgium (Country),2020-03-14,recovered,1
country,Belgium (Country),2020-03-15,active,881
country,Belgium (Country),2020-03-15,confirmed,886
country,Belgium (Country),2020-03-15,deaths,4
country,Belgium (Country),2020-03-15,recovered,1
country,Bhutan (Country),2020-03-06,active,1
country,Bhutan (Country),2020-03-06,confirmed,1
country,Bhutan (Country),2020-03-06,deaths,0
country,Bhutan (Country),2020-03-06,recovered,0
country,Bhutan (Country),2020-03-07,active,1
country,Bhutan (Country),2020-03-07,confirmed,1
country,Bhutan (Country),2020-03-07,deaths,0
country,Bhutan (Country),2020-03-07,recovered,0
country,Bhutan (Country),2020-03-08,active,1
country,Bhutan (Country),2020-03-08,confirmed,1
country,Bhutan (Country),2020-03-08,deaths,0
country,Bhutan (Country),2020-03-08,recovered,0
country,Bhutan (Country),2020-03-09,active,1
country,Bhutan (Country),2020-03-09,confirmed,1
country,Bhutan (Country),2020-03-09,deaths,0
country,Bhutan (Country),2020-03-09,recovered,0
country,Bhutan (Country),2020-03-10,active,1
country,Bhutan (Country),2020-03-10,confirmed,1
country,Bhutan (Country),2020-03-10,deaths,0
country,Bhutan (Country),2020-03-10,recovered,0
country,Bhutan (Country),2020-03-11,active,1
country,Bhutan (Country),2020-03-11,confirmed,1
country,Bhutan (Country),2020-03-11,deaths,0
country,Bhutan (Country),2020-03-11,recovered,0
country,Bhutan (Country),2020-03-12,active,1
country,Bhutan (Country),2020-03-12,confirmed,1
country,Bhutan (Country),2020-03-12,deaths,0
country,Bhutan (Country),2020-03-12,recovered,0
country,Bhutan (Country),2020-03-13,active,1
country,Bhutan (Country),2020-03-13,confirmed,1
country,Bhutan (Country),2020-03-13,deaths,0
country,Bhutan (Country),2020-03-13,recovered,0
country,Bhutan (Country),2020-03-14,active,1
country,Bhutan (Country),2020-03-14,confirmed,1
country,Bhutan (Country),2020-03-14,deaths,0
country,Bhutan (Country),2020-03-14,recovered,0
country,Bhutan (Country),2020-03-15,active,1
country,Bhutan (Country),2020-03-15,confirmed,1
country,Bhutan (Country),2020-03-15,deaths,0
country,Bhutan (Country),2020-03-15,recovered,0
country,Bolivia (Country),2020-03-11,active,2
country,Bolivia (Country),2020-03-11,confirmed,2
country,Bolivia (Country),2020-03-11,deaths,0
country,Bolivia (Country),2020-03-11,recovered,0
country,Bolivia (Country),2020-03-12,active,2
country,Bolivia (Country),2020-03-12,confirmed,2
country,Bolivia (Country),2020-03-12,deaths,0
country,Bolivia (Country),2020-03-12,recovered,0
country,Bolivia (Country),2020-03-13,active,3
country,Bolivia (Country),2020-03-13,confirmed,3
country,Bolivia (Country),2020-03-13,deaths,0
country,Bolivia (Country),2020-03-13,recovered,0
country,Bolivia (Country),2020-03-14,active,10
country,Bolivia (Country),2020-03-14,confirmed,10
country,Bolivia (Country),2020-03-14,deaths,0
country,Bolivia (Country),2020-03-14,recovered,0
country,Bolivia (Country),2020-03-15,active,10
country,Bolivia (Country),2020-03-15,confirmed,10
country,Bolivia (Country),2020-03-15,deaths,0
country,Bolivia (Country),2020-03-15,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-05,active,2
country,Bosnia and Herzegovina (Country),2020-03-05,confirmed,2
country,Bosnia and Herzegovina (Country),2020-03-05,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-05,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-06,active,2
country,Bosnia and Herzegovina (Country),2020-03-06,confirmed,2
country,Bosnia and Herzegovina (Country),2020-03-06,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-06,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-07,active,3
country,Bosnia and Herzegovina (Country),2020-03-07,confirmed,3
country,Bosnia and Herzegovina (Country),2020-03-07,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-07,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-08,active,3
country,Bosnia and Herzegovina (Country),2020-03-08,confirmed,3
country,Bosnia and Herzegovina (Country),2020-03-08,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-08,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-09,active,3
country,Bosnia and Herzegovina (Country),2020-03-09,confirmed,3
country,Bosnia and Herzegovina (Country),2020-03-09,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-09,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-10,active,5
country,Bosnia and Herzegovina (Country),2020-03-10,confirmed,5
country,Bosnia and Herzegovina (Country),2020-03-10,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-10,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-11,active,7
country,Bosnia and Herzegovina (Country),2020-03-11,confirmed,7
country,Bosnia and Herzegovina (Country),2020-03-11,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-11,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-12,active,11
country,Bosnia and Herzegovina (Country),2020-03-12,confirmed,11
country,Bosnia and Herzegovina (Country),2020-03-12,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-12,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-13,active,13
country,Bosnia and Herzegovina (Country),2020-03-13,confirmed,13
country,Bosnia and Herzegovina (Country),2020-03-13,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-13,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-14,active,18
country,Bosnia and Herzegovina (Country),2020-03-14,confirmed,18
country,Bosnia and Herzegovina (Country),2020-03-14,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-14,recovered,0
country,Bosnia and Herzegovina (Country),2020-03-15,active,24
country,Bosnia and Herzegovina (Country),2020-03-15,confirmed,24
country,Bosnia and Herzegovina (Country),2020-03-15,deaths,0
country,Bosnia and Herzegovina (Country),2020-03-15,recovered,0
country,Brazil (Country),2020-01-23,active,0
country,Brazil (Country),2020-01-23,confirmed,0
country,Brazil (Country),2020-01-23,deaths,0
country,Brazil (Country),2020-01-23,recovered,0
country,Brazil (Country),2020-02-26,active,1
country,Brazil (Country),2020-02-26,confirmed,1
country,Brazil (Country),2020-02-26,deaths,0
country,Brazil (Country),2020-02-26,recovered,0
country,Brazil (Country),2020-02-27,active,1
country,Brazil (Country),2020-02-27,confirmed,1
country,Brazil (Country),2020-02-27,deaths,0
country,Brazil (Country),2020-02-27,recovered,0
country,Brazil (Country),2020-02-28,active,1
country,Brazil (Country),2020-02-28,confirmed,1
country,Brazil (Country),2020-02-28,deaths,0
country,Brazil (Country),2020-02-28,recovered,0
country,Brazil (Country),2020-02-29,active,2
country,Brazil (Country),2020-02-29,confirmed,2
country,Brazil (Country),2020-02-29,deaths,0
country,Brazil (Country),2020-02-29,recovered,0
country,Brazil (Country),2020-03-01,active,2
country,Brazil (Country),2020-03-01,confirmed,2
country,Brazil (Country),2020-03-01,deaths,0
country,Brazil (Country),2020-03-01,recovered,0
country,Brazil (Country),2020-03-02,active,2
country,Brazil (Country),2020-03-02,confirmed,2
country,Brazil (Country),2020-03-02,deaths,0
country,Brazil (Country),2020-03-02,recovered,0
country,Brazil (Country),2020-03-03,active,2
country,Brazil (Country),2020-03-03,confirmed,2
country,Brazil (Country),2020-03-03,deaths,0
country,Brazil (Country),2020-03-03,recovered,0
country,Brazil (Country),2020-03-04,active,4
country,Brazil (Country),2020-03-04,confirmed,4
country,Brazil (Country),2020-03-04,deaths,0
country,Brazil (Country),2020-03-04,recovered,0
country,Brazil (Country),2020-03-05,active,4
country,Brazil (Country),2020-03-05,confirmed,4
country,Brazil (Country),2020-03-05,deaths,0
country,Brazil (Country),2020-03-05,recovered,0
country,Brazil (Country),2020-03-06,active,13
country,Brazil (Country),2020-03-06,confirmed,13
country,Brazil (Country),2020-03-06,deaths,0
country,Brazil (Country),2020-03-06,recovered,0
country,Brazil (Country),2020-03-07,active,13
country,Brazil (Country),2020-03-07,confirmed,13
country,Brazil (Country),2020-03-07,deaths,0
country,Brazil (Country),2020-03-07,recovered,0
country,Brazil (Country),2020-03-08,active,20
country,Brazil (Country),2020-03-08,confirmed,20
country,Brazil (Country),2020-03-08,deaths,0
country,Brazil (Country),2020-03-08,recovered,0
country,Brazil (Country),2020-03-09,active,25
country,Brazil (Country),2020-03-09,confirmed,25
country,Brazil (Country),2020-03-09,deaths,0
country,Brazil (Country),2020-03-09,recovered,0
country,Brazil (Country),2020-03-10,active,31
country,Brazil (Country),2020-03-10,confirmed,31
country,Brazil (Country),2020-03-10,deaths,0
country,Brazil (Country),2020-03-10,recovered,0
country,Brazil (Country),2020-03-11,active,38
country,Brazil (Country),2020-03-11,confirmed,38
country,Brazil (Country),2020-03-11,deaths,0
country,Brazil (Country),2020-03-11,recovered,0
country,Brazil (Country),2020-03-12,active,52
country,Brazil (Country),2020-03-12,confirmed,52
country,Brazil (Country),2020-03-12,deaths,0
country,Brazil (Country),2020-03-12,recovered,0
country,Brazil (Country),2020-03-13,active,151
country,Brazil (Country),2020-03-13,confirmed,151
country,Brazil (Country),2020-03-13,deaths,0
country,Brazil (Country),2020-03-13,recovered,0
country,Brazil (Country),2020-03-14,active,151
country,Brazil (Country),2020-03-14,confirmed,151
country,Brazil (Country),2020-03-14,deaths,0
country,Brazil (Country),2020-03-14,recovered,0
country,Brazil (Country),2020-03-15,active,162
country,Brazil (Country),2020-03-15,confirmed,162
country,Brazil (Country),2020-03-15,deaths,0
country,Brazil (Country),2020-03-15,recovered,0
country,Brunei (Country),2020-03-09,active,1
country,Brunei (Country),2020-03-09,confirmed,1
country,Brunei (Country),2020-03-09,deaths,0
country,Brunei (Country),2020-03-09,recovered,0
country,Brunei (Country),2020-03-10,active,1
country,Brunei (Country),2020-03-10,confirmed,1
country,Brunei (Country),2020-03-10,deaths,0
country,Brunei (Country),2020-03-10,recovered,0
country,Brunei (Country),2020-03-11,active,11
country,Brunei (Country),2020-03-11,confirmed,11
country,Brunei (Country),2020-03-11,deaths,0
country,Brunei (Country),2020-03-11,recovered,0
country,Brunei (Country),2020-03-12,active,11
country,Brunei (Country),2020-03-12,confirmed,11
country,Brunei (Country),2020-03-12,deaths,0
country,Brunei (Country),2020-03-12,recovered,0
country,Brunei (Country),2020-03-13,active,37
country,Brunei (Country),2020-03-13,confirmed,37
country,Brunei (Country),2020-03-13,deaths,0
country,Brunei (Country),2020-03-13,recovered,0
country,Brunei (Country),2020-03-14,active,40
country,Brunei (Country),2020-03-14,confirmed,40
country,Brunei (Country),2020-03-14,deaths,0
country,Brunei (Country),2020-03-14,recovered,0
country,Brunei (Country),2020-03-15,active,50
country,Brunei (Country),2020-03-15,confirmed,50
country,Brunei (Country),2020-03-15,deaths,0
country,Brunei (Country),2020-03-15,recovered,0
country,Bulgaria (Country),2020-03-08,active,4
country,Bulgaria (Country),2020-03-08,confirmed,4
country,Bulgaria (Country),2020-03-08,deaths,0
country,Bulgaria (Country),2020-03-08,recovered,0
country,Bulgaria (Country),2020-03-09,active,4
country,Bulgaria (Country),2020-03-09,confirmed,4
country,Bulgaria (Country),2020-03-09,deaths,0
country,Bulgaria (Country),2020-03-09,recovered,0
country,Bulgaria (Country),2020-03-10,active,4
country,Bulgaria (Country),2020-03-10,confirmed,4
country,Bulgaria (Country),2020-03-10,deaths,0
country,Bulgaria (Country),2020-03-10,recovered,0
country,Bulgaria (Country),2020-03-11,active,6
country,Bulgaria (Country),2020-03-11,confirmed,7
country,Bulgaria (Country),2020-03-11,deaths,1
country,Bulgaria (Country),2020-03-11,recovered,0
country,Bulgaria (Country),2020-03-12,active,6
country,Bulgaria (Country),2020-03-12,confirmed,7
country,Bulgaria (Country),2020-03-12,deaths,1
country,Bulgaria (Country),2020-03-12,recovered,0
country,Bulgaria (Country),2020-03-13,active,22
country,Bulgaria (Country),2020-03-13,confirmed,23
country,Bulgaria (Country),2020-03-13,deaths,1
country,Bulgaria (Country),2020-03-13,recovered,0
country,Bulgaria (Country),2020-03-14,active,39
country,Bulgaria (Country),2020-03-14,confirmed,41
country,Bulgaria (Country),2020-03-14,deaths,2
country,Bulgaria (Country),2020-03-14,recovered,0
country,Bulgaria (Country),2020-03-15,active,49
country,Bulgaria (Country),2020-03-15,confirmed,51
country,Bulgaria (Country),2020-03-15,deaths,2
country,Bulgaria (Country),2020-03-15,recovered,0
country,Burkina Faso (Country),2020-03-10,active,1
country,Burkina Faso (Country),2020-03-10,confirmed,1
country,Burkina Faso (Country),2020-03-10,deaths,0
country,Burkina Faso (Country),2020-03-10,recovered,0
country,Burkina Faso (Country),2020-03-11,active,2
country,Burkina Faso (Country),2020-03-11,confirmed,2
country,Burkina Faso (Country),2020-03-11,deaths,0
country,Burkina Faso (Country),2020-03-11,recovered,0
country,Burkina Faso (Country),2020-03-12,active,2
country,Burkina Faso (Country),2020-03-12,confirmed,2
country,Burkina Faso (Country),2020-03-12,deaths,0
country,Burkina Faso (Country),2020-03-12,recovered,0
country,Burkina Faso (Country),2020-03-13,active,2
country,Burkina Faso (Country),2020-03-13,confirmed,2
country,Burkina Faso (Country),2020-03-13,deaths,0
country,Burkina Faso (Country),2020-03-13,recovered,0
country,Burkina Faso (Country),2020-03-14,active,2
country,Burkina Faso (Country),2020-03-14,confirmed,2
country,Burkina Faso (Country),2020-03-14,deaths,0
country,Burkina Faso (Country),2020-03-14,recovered,0
country,Burkina Faso (Country),2020-03-15,active,3
country,Burkina Faso (Country),2020-03-15,confirmed,3
country,Burkina Faso (Country),2020-03-15,deaths,0
country,Burkina Faso (Country),2020-03-15,recovered,0
country,Cambodia (Country),2020-01-27,active,1
country,Cambodia (Country),2020-01-27,confirmed,1
country,Cambodia (Country),2020-01-27,deaths,0
country,Cambodia (Country),2020-01-27,recovered,0
country,Cambodia (Country),2020-01-28,active,1
country,Cambodia (Country),2020-01-28,confirmed,1
country,Cambodia (Country),2020-01-28,deaths,0
country,Cambodia (Country),2020-01-28,recovered,0
country,Cambodia (Country),2020-01-29,active,1
country,Cambodia (Country),2020-01-29,confirmed,1
country,Cambodia (Country),2020-01-29,deaths,0
country,Cambodia (Country),2020-01-29,recovered,0
country,Cambodia (Country),2020-01-30,active,1
country,Cambodia (Country),2020-01-30,confirmed,1
country,Cambodia (Country),2020-01-30,deaths,0
country,Cambodia (Country),2020-01-30,recovered,0
country,Cambodia (Country),2020-01-31,active,1
country,Cambodia (Country),2020-01-31,confirmed,1
country,Cambodia (Country),2020-01-31,deaths,0
country,Cambodia (Country),2020-01-31,recovered,0
country,Cambodia (Country),2020-02-01,active,1
country,Cambodia (Country),2020-02-01,confirmed,1
country,Cambodia (Country),2020-02-01,deaths,0
country,Cambodia (Country),2020-02-01,recovered,0
country,Cambodia (Country),2020-02-02,active,1
country,Cambodia (Country),2020-02-02,confirmed,1
country,Cambodia (Country),2020-02-02,deaths,0
country,Cambodia (Country),2020-02-02,recovered,0
country,Cambodia (Country),2020-02-03,active,1
country,Cambodia (Country),2020-02-03,confirmed,1
country,Cambodia (Country),2020-02-03,deaths,0
country,Cambodia (Country),2020-02-03,recovered,0
country,Cambodia (Country),2020-02-04,active,1
country,Cambodia (Country),2020-02-04,confirmed,1
country,Cambodia (Country),2020-02-04,deaths,0
country,Cambodia (Country),2020-02-04,recovered,0
country,Cambodia (Country),2020-02-05,active,1
country,Cambodia (Country),2020-02-05,confirmed,1
country,Cambodia (Country),2020-02-05,deaths,0
country,Cambodia (Country),2020-02-05,recovered,0
country,Cambodia (Country),2020-02-06,active,1
country,Cambodia (Country),2020-02-06,confirmed,1
country,Cambodia (Country),2020-02-06,deaths,0
country,Cambodia (Country),2020-02-06,recovered,0
country,Cambodia (Country),2020-02-07,active,1
country,Cambodia (Country),2020-02-07,confirmed,1
country,Cambodia (Country),2020-02-07,deaths,0
country,Cambodia (Country),2020-02-07,recovered,0
country,Cambodia (Country),2020-02-08,active,1
country,Cambodia (Country),2020-02-08,confirmed,1
country,Cambodia (Country),2020-02-08,deaths,0
country,Cambodia (Country),2020-02-08,recovered,0
country,Cambodia (Country),2020-02-09,active,1
country,Cambodia (Country),2020-02-09,confirmed,1
country,Cambodia (Country),2020-02-09,deaths,0
country,Cambodia (Country),2020-02-09,recovered,0
country,Cambodia (Country),2020-02-10,active,1
country,Cambodia (Country),2020-02-10,confirmed,1
country,Cambodia (Country),2020-02-10,deaths,0
country,Cambodia (Country),2020-02-10,recovered,0
country,Cambodia (Country),2020-02-11,active,1
country,Cambodia (Country),2020-02-11,confirmed,1
country,Cambodia (Country),2020-02-11,deaths,0
country,Cambodia (Country),2020-02-11,recovered,0
country,Cambodia (Country),2020-02-12,active,0
country,Cambodia (Country),2020-02-12,confirmed,1
country,Cambodia (Country),2020-02-12,deaths,0
country,Cambodia (Country),2020-02-12,recovered,1
country,Cambodia (Country),2020-02-13,active,0
country,Cambodia (Country),2020-02-13,confirmed,1
country,Cambodia (Country),2020-02-13,deaths,0
country,Cambodia (Country),2020-02-13,recovered,1
country,Cambodia (Country),2020-02-14,active,0
country,Cambodia (Country),2020-02-14,confirmed,1
country,Cambodia (Country),2020-02-14,deaths,0
country,Cambodia (Country),2020-02-14,recovered,1
country,Cambodia (Country),2020-02-15,active,0
country,Cambodia (Country),2020-02-15,confirmed,1
country,Cambodia (Country),2020-02-15,deaths,0
country,Cambodia (Country),2020-02-15,recovered,1
country,Cambodia (Country),2020-02-16,active,0
country,Cambodia (Country),2020-02-16,confirmed,1
country,Cambodia (Country),2020-02-16,deaths,0
country,Cambodia (Country),2020-02-16,recovered,1
country,Cambodia (Country),2020-02-17,active,0
country,Cambodia (Country),2020-02-17,confirmed,1
country,Cambodia (Country),2020-02-17,deaths,0
country,Cambodia (Country),2020-02-17,recovered,1
country,Cambodia (Country),2020-02-18,active,0
country,Cambodia (Country),2020-02-18,confirmed,1
country,Cambodia (Country),2020-02-18,deaths,0
country,Cambodia (Country),2020-02-18,recovered,1
country,Cambodia (Country),2020-02-19,active,0
country,Cambodia (Country),2020-02-19,confirmed,1
country,Cambodia (Country),2020-02-19,deaths,0
country,Cambodia (Country),2020-02-19,recovered,1
country,Cambodia (Country),2020-02-20,active,0
country,Cambodia (Country),2020-02-20,confirmed,1
country,Cambodia (Country),2020-02-20,deaths,0
country,Cambodia (Country),2020-02-20,recovered,1
country,Cambodia (Country),2020-02-21,active,0
country,Cambodia (Country),2020-02-21,confirmed,1
country,Cambodia (Country),2020-02-21,deaths,0
country,Cambodia (Country),2020-02-21,recovered,1
country,Cambodia (Country),2020-02-22,active,0
country,Cambodia (Country),2020-02-22,confirmed,1
country,Cambodia (Country),2020-02-22,deaths,0
country,Cambodia (Country),2020-02-22,recovered,1
country,Cambodia (Country),2020-02-23,active,0
country,Cambodia (Country),2020-02-23,confirmed,1
country,Cambodia (Country),2020-02-23,deaths,0
country,Cambodia (Country),2020-02-23,recovered,1
country,Cambodia (Country),2020-02-24,active,0
country,Cambodia (Country),2020-02-24,confirmed,1
country,Cambodia (Country),2020-02-24,deaths,0
country,Cambodia (Country),2020-02-24,recovered,1
country,Cambodia (Country),2020-02-25,active,0
country,Cambodia (Country),2020-02-25,confirmed,1
country,Cambodia (Country),2020-02-25,deaths,0
country,Cambodia (Country),2020-02-25,recovered,1
country,Cambodia (Country),2020-02-26,active,0
country,Cambodia (Country),2020-02-26,confirmed,1
country,Cambodia (Country),2020-02-26,deaths,0
country,Cambodia (Country),2020-02-26,recovered,1
country,Cambodia (Country),2020-02-27,active,0
country,Cambodia (Country),2020-02-27,confirmed,1
country,Cambodia (Country),2020-02-27,deaths,0
country,Cambodia (Country),2020-02-27,recovered,1
country,Cambodia (Country),2020-02-28,active,0
country,Cambodia (Country),2020-02-28,confirmed,1
country,Cambodia (Country),2020-02-28,deaths,0
country,Cambodia (Country),2020-02-28,recovered,1
country,Cambodia (Country),2020-02-29,active,0
country,Cambodia (Country),2020-02-29,confirmed,1
country,Cambodia (Country),2020-02-29,deaths,0
country,Cambodia (Country),2020-02-29,recovered,1
country,Cambodia (Country),2020-03-01,active,0
country,Cambodia (Country),2020-03-01,confirmed,1
country,Cambodia (Country),2020-03-01,deaths,0
country,Cambodia (Country),2020-03-01,recovered,1
country,Cambodia (Country),2020-03-02,active,0
country,Cambodia (Country),2020-03-02,confirmed,1
country,Cambodia (Country),2020-03-02,deaths,0
country,Cambodia (Country),2020-03-02,recovered,1
country,Cambodia (Country),2020-03-03,active,0
country,Cambodia (Country),2020-03-03,confirmed,1
country,Cambodia (Country),2020-03-03,deaths,0
country,Cambodia (Country),2020-03-03,recovered,1
country,Cambodia (Country),2020-03-04,active,0
country,Cambodia (Country),2020-03-04,confirmed,1
country,Cambodia (Country),2020-03-04,deaths,0
country,Cambodia (Country),2020-03-04,recovered,1
country,Cambodia (Country),2020-03-05,active,0
country,Cambodia (Country),2020-03-05,confirmed,1
country,Cambodia (Country),2020-03-05,deaths,0
country,Cambodia (Country),2020-03-05,recovered,1
country,Cambodia (Country),2020-03-06,active,0
country,Cambodia (Country),2020-03-06,confirmed,1
country,Cambodia (Country),2020-03-06,deaths,0
country,Cambodia (Country),2020-03-06,recovered,1
country,Cambodia (Country),2020-03-07,active,0
country,Cambodia (Country),2020-03-07,confirmed,1
country,Cambodia (Country),2020-03-07,deaths,0
country,Cambodia (Country),2020-03-07,recovered,1
country,Cambodia (Country),2020-03-08,active,1
country,Cambodia (Country),2020-03-08,confirmed,2
country,Cambodia (Country),2020-03-08,deaths,0
country,Cambodia (Country),2020-03-08,recovered,1
country,Cambodia (Country),2020-03-09,active,1
country,Cambodia (Country),2020-03-09,confirmed,2
country,Cambodia (Country),2020-03-09,deaths,0
country,Cambodia (Country),2020-03-09,recovered,1
country,Cambodia (Country),2020-03-10,active,1
country,Cambodia (Country),2020-03-10,confirmed,2
country,Cambodia (Country),2020-03-10,deaths,0
country,Cambodia (Country),2020-03-10,recovered,1
country,Cambodia (Country),2020-03-11,active,2
country,Cambodia (Country),2020-03-11,confirmed,3
country,Cambodia (Country),2020-03-11,deaths,0
country,Cambodia (Country),2020-03-11,recovered,1
country,Cambodia (Country),2020-03-12,active,2
country,Cambodia (Country),2020-03-12,confirmed,3
country,Cambodia (Country),2020-03-12,deaths,0
country,Cambodia (Country),2020-03-12,recovered,1
country,Cambodia (Country),2020-03-13,active,4
country,Cambodia (Country),2020-03-13,confirmed,5
country,Cambodia (Country),2020-03-13,deaths,0
country,Cambodia (Country),2020-03-13,recovered,1
country,Cambodia (Country),2020-03-14,active,6
country,Cambodia (Country),2020-03-14,confirmed,7
country,Cambodia (Country),2020-03-14,deaths,0
country,Cambodia (Country),2020-03-14,recovered,1
country,Cambodia (Country),2020-03-15,active,6
country,Cambodia (Country),2020-03-15,confirmed,7
country,Cambodia (Country),2020-03-15,deaths,0
country,Cambodia (Country),2020-03-15,recovered,1
country,Cameroon (Country),2020-03-06,active,1
country,Cameroon (Country),2020-03-06,confirmed,1
country,Cameroon (Country),2020-03-06,deaths,0
country,Cameroon (Country),2020-03-06,recovered,0
country,Cameroon (Country),2020-03-07,active,1
country,Cameroon (Country),2020-03-07,confirmed,1
country,Cameroon (Country),2020-03-07,deaths,0
country,Cameroon (Country),2020-03-07,recovered,0
country,Cameroon (Country),2020-03-08,active,2
country,Cameroon (Country),2020-03-08,confirmed,2
country,Cameroon (Country),2020-03-08,deaths,0
country,Cameroon (Country),2020-03-08,recovered,0
country,Cameroon (Country),2020-03-09,active,2
country,Cameroon (Country),2020-03-09,confirmed,2
