region_type,region,date,statistic,num_people
state,"Heilongjiang, China (State/Province)",2020-01-24,active,3
state,"Heilongjiang, China (State/Province)",2020-01-24,confirmed,4
state,"Heilongjiang, China (State/Province)",2020-01-24,deaths,1
state,"Heilongjiang, China (State/Province)",2020-01-24,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-25,active,8
state,"Heilongjiang, China (State/Province)",2020-01-25,confirmed,9
state,"Heilongjiang, China (State/Province)",2020-01-25,deaths,1
state,"Heilongjiang, China (State/Province)",2020-01-25,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-26,active,14
state,"Heilongjiang, China (State/Province)",2020-01-26,confirmed,15
state,"Heilongjiang, China (State/Province)",2020-01-26,deaths,1
state,"Heilongjiang, China (State/Province)",2020-01-26,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-27,active,20
state,"Heilongjiang, China (State/Province)",2020-01-27,confirmed,21
state,"Heilongjiang, China (State/Province)",2020-01-27,deaths,1
state,"Heilongjiang, China (State/Province)",2020-01-27,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-28,active,32
state,"Heilongjiang, China (State/Province)",2020-01-28,confirmed,33
state,"Heilongjiang, China (State/Province)",2020-01-28,deaths,1
state,"Heilongjiang, China (State/Province)",2020-01-28,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-29,active,37
state,"Heilongjiang, China (State/Province)",2020-01-29,confirmed,38
state,"Heilongjiang, China (State/Province)",2020-01-29,deaths,1
state,"Heilongjiang, China (State/Province)",2020-01-29,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-30,active,42
state,"Heilongjiang, China (State/Province)",2020-01-30,confirmed,44
state,"Heilongjiang, China (State/Province)",2020-01-30,deaths,2
state,"Heilongjiang, China (State/Province)",2020-01-30,recovered,0
state,"Heilongjiang, China (State/Province)",2020-01-31,active,57
state,"Heilongjiang, China (State/Province)",2020-01-31,confirmed,59
state,"Heilongjiang, China (State/Province)",2020-01-31,deaths,2
state,"Heilongjiang, China (State/Province)",2020-01-31,recovered,0
state,"Heilongjiang, China (State/Province)",2020-02-01,active,76
state,"Heilongjiang, China (State/Province)",2020-02-01,confirmed,80
state,"Heilongjiang, China (State/Province)",2020-02-01,deaths,2
state,"Heilongjiang, China (State/Province)",2020-02-01,recovered,2
state,"Heilongjiang, China (State/Province)",2020-02-02,active,91
state,"Heilongjiang, China (State/Province)",2020-02-02,confirmed,95
state,"Heilongjiang, China (State/Province)",2020-02-02,deaths,2
state,"Heilongjiang, China (State/Province)",2020-02-02,recovered,2
state,"Heilongjiang, China (State/Province)",2020-02-03,active,117
state,"Heilongjiang, China (State/Province)",2020-02-03,confirmed,121
state,"Heilongjiang, China (State/Province)",2020-02-03,deaths,2
state,"Heilongjiang, China (State/Province)",2020-02-03,recovered,2
state,"Heilongjiang, China (State/Province)",2020-02-04,active,149
state,"Heilongjiang, China (State/Province)",2020-02-04,confirmed,155
state,"Heilongjiang, China (State/Province)",2020-02-04,deaths,2
state,"Heilongjiang, China (State/Province)",2020-02-04,recovered,4
state,"Heilongjiang, China (State/Province)",2020-02-05,active,181
state,"Heilongjiang, China (State/Province)",2020-02-05,confirmed,190
state,"Heilongjiang, China (State/Province)",2020-02-05,deaths,2
state,"Heilongjiang, China (State/Province)",2020-02-05,recovered,7
state,"Heilongjiang, China (State/Province)",2020-02-06,active,216
state,"Heilongjiang, China (State/Province)",2020-02-06,confirmed,227
state,"Heilongjiang, China (State/Province)",2020-02-06,deaths,3
state,"Heilongjiang, China (State/Province)",2020-02-06,recovered,8
state,"Heilongjiang, China (State/Province)",2020-02-07,active,262
state,"Heilongjiang, China (State/Province)",2020-02-07,confirmed,277
state,"Heilongjiang, China (State/Province)",2020-02-07,deaths,3
state,"Heilongjiang, China (State/Province)",2020-02-07,recovered,12
state,"Heilongjiang, China (State/Province)",2020-02-08,active,277
state,"Heilongjiang, China (State/Province)",2020-02-08,confirmed,295
state,"Heilongjiang, China (State/Province)",2020-02-08,deaths,5
state,"Heilongjiang, China (State/Province)",2020-02-08,recovered,13
state,"Heilongjiang, China (State/Province)",2020-02-09,active,287
state,"Heilongjiang, China (State/Province)",2020-02-09,confirmed,307
state,"Heilongjiang, China (State/Province)",2020-02-09,deaths,6
state,"Heilongjiang, China (State/Province)",2020-02-09,recovered,14
state,"Heilongjiang, China (State/Province)",2020-02-10,active,294
state,"Heilongjiang, China (State/Province)",2020-02-10,confirmed,331
state,"Heilongjiang, China (State/Province)",2020-02-10,deaths,7
state,"Heilongjiang, China (State/Province)",2020-02-10,recovered,30
state,"Heilongjiang, China (State/Province)",2020-02-11,active,324
state,"Heilongjiang, China (State/Province)",2020-02-11,confirmed,360
state,"Heilongjiang, China (State/Province)",2020-02-11,deaths,8
state,"Heilongjiang, China (State/Province)",2020-02-11,recovered,28
state,"Heilongjiang, China (State/Province)",2020-02-12,active,339
state,"Heilongjiang, China (State/Province)",2020-02-12,confirmed,378
state,"Heilongjiang, China (State/Province)",2020-02-12,deaths,8
state,"Heilongjiang, China (State/Province)",2020-02-12,recovered,31
state,"Heilongjiang, China (State/Province)",2020-02-13,active,353
state,"Heilongjiang, China (State/Province)",2020-02-13,confirmed,395
state,"Heilongjiang, China (State/Province)",2020-02-13,deaths,9
state,"Heilongjiang, China (State/Province)",2020-02-13,recovered,33
state,"Heilongjiang, China (State/Province)",2020-02-14,active,361
state,"Heilongjiang, China (State/Province)",2020-02-14,confirmed,419
state,"Heilongjiang, China (State/Province)",2020-02-14,deaths,11
state,"Heilongjiang, China (State/Province)",2020-02-14,recovered,47
state,"Heilongjiang, China (State/Province)",2020-02-15,active,346
state,"Heilongjiang, China (State/Province)",2020-02-15,confirmed,425
state,"Heilongjiang, China (State/Province)",2020-02-15,deaths,11
state,"Heilongjiang, China (State/Province)",2020-02-15,recovered,68
state,"Heilongjiang, China (State/Province)",2020-02-16,active,355
state,"Heilongjiang, China (State/Province)",2020-02-16,confirmed,445
state,"Heilongjiang, China (State/Province)",2020-02-16,deaths,11
state,"Heilongjiang, China (State/Province)",2020-02-16,recovered,79
state,"Heilongjiang, China (State/Province)",2020-02-17,active,361
state,"Heilongjiang, China (State/Province)",2020-02-17,confirmed,457
state,"Heilongjiang, China (State/Province)",2020-02-17,deaths,11
state,"Heilongjiang, China (State/Province)",2020-02-17,recovered,85
state,"Heilongjiang, China (State/Province)",2020-02-18,active,342
state,"Heilongjiang, China (State/Province)",2020-02-18,confirmed,464
state,"Heilongjiang, China (State/Province)",2020-02-18,deaths,11
state,"Heilongjiang, China (State/Province)",2020-02-18,recovered,111
state,"Heilongjiang, China (State/Province)",2020-02-19,active,338
state,"Heilongjiang, China (State/Province)",2020-02-19,confirmed,470
state,"Heilongjiang, China (State/Province)",2020-02-19,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-19,recovered,120
state,"Heilongjiang, China (State/Province)",2020-02-20,active,328
state,"Heilongjiang, China (State/Province)",2020-02-20,confirmed,476
state,"Heilongjiang, China (State/Province)",2020-02-20,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-20,recovered,136
state,"Heilongjiang, China (State/Province)",2020-02-21,active,292
state,"Heilongjiang, China (State/Province)",2020-02-21,confirmed,479
state,"Heilongjiang, China (State/Province)",2020-02-21,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-21,recovered,175
state,"Heilongjiang, China (State/Province)",2020-02-22,active,263
state,"Heilongjiang, China (State/Province)",2020-02-22,confirmed,479
state,"Heilongjiang, China (State/Province)",2020-02-22,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-22,recovered,204
state,"Heilongjiang, China (State/Province)",2020-02-23,active,246
state,"Heilongjiang, China (State/Province)",2020-02-23,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-23,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-23,recovered,222
state,"Heilongjiang, China (State/Province)",2020-02-24,active,241
state,"Heilongjiang, China (State/Province)",2020-02-24,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-24,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-24,recovered,227
state,"Heilongjiang, China (State/Province)",2020-02-25,active,225
state,"Heilongjiang, China (State/Province)",2020-02-25,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-25,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-25,recovered,243
state,"Heilongjiang, China (State/Province)",2020-02-26,active,219
state,"Heilongjiang, China (State/Province)",2020-02-26,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-26,deaths,12
state,"Heilongjiang, China (State/Province)",2020-02-26,recovered,249
state,"Heilongjiang, China (State/Province)",2020-02-27,active,197
state,"Heilongjiang, China (State/Province)",2020-02-27,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-27,deaths,13
state,"Heilongjiang, China (State/Province)",2020-02-27,recovered,270
state,"Heilongjiang, China (State/Province)",2020-02-28,active,184
state,"Heilongjiang, China (State/Province)",2020-02-28,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-28,deaths,13
state,"Heilongjiang, China (State/Province)",2020-02-28,recovered,283
state,"Heilongjiang, China (State/Province)",2020-02-29,active,166
state,"Heilongjiang, China (State/Province)",2020-02-29,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-02-29,deaths,13
state,"Heilongjiang, China (State/Province)",2020-02-29,recovered,301
state,"Heilongjiang, China (State/Province)",2020-03-01,active,125
state,"Heilongjiang, China (State/Province)",2020-03-01,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-03-01,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-01,recovered,342
state,"Heilongjiang, China (State/Province)",2020-03-02,active,111
state,"Heilongjiang, China (State/Province)",2020-03-02,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-03-02,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-02,recovered,356
state,"Heilongjiang, China (State/Province)",2020-03-03,active,101
state,"Heilongjiang, China (State/Province)",2020-03-03,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-03-03,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-03,recovered,366
state,"Heilongjiang, China (State/Province)",2020-03-04,active,94
state,"Heilongjiang, China (State/Province)",2020-03-04,confirmed,480
state,"Heilongjiang, China (State/Province)",2020-03-04,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-04,recovered,373
state,"Heilongjiang, China (State/Province)",2020-03-05,active,89
state,"Heilongjiang, China (State/Province)",2020-03-05,confirmed,481
state,"Heilongjiang, China (State/Province)",2020-03-05,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-05,recovered,379
state,"Heilongjiang, China (State/Province)",2020-03-06,active,72
state,"Heilongjiang, China (State/Province)",2020-03-06,confirmed,481
state,"Heilongjiang, China (State/Province)",2020-03-06,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-06,recovered,396
state,"Heilongjiang, China (State/Province)",2020-03-07,active,65
state,"Heilongjiang, China (State/Province)",2020-03-07,confirmed,481
state,"Heilongjiang, China (State/Province)",2020-03-07,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-07,recovered,403
state,"Heilongjiang, China (State/Province)",2020-03-08,active,56
state,"Heilongjiang, China (State/Province)",2020-03-08,confirmed,481
state,"Heilongjiang, China (State/Province)",2020-03-08,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-08,recovered,412
state,"Heilongjiang, China (State/Province)",2020-03-09,active,38
state,"Heilongjiang, China (State/Province)",2020-03-09,confirmed,481
state,"Heilongjiang, China (State/Province)",2020-03-09,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-09,recovered,430
state,"Heilongjiang, China (State/Province)",2020-03-10,active,34
state,"Heilongjiang, China (State/Province)",2020-03-10,confirmed,481
state,"Heilongjiang, China (State/Province)",2020-03-10,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-10,recovered,434
state,"Heilongjiang, China (State/Province)",2020-03-11,active,33
state,"Heilongjiang, China (State/Province)",2020-03-11,confirmed,482
state,"Heilongjiang, China (State/Province)",2020-03-11,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-11,recovered,436
state,"Heilongjiang, China (State/Province)",2020-03-12,active,28
state,"Heilongjiang, China (State/Province)",2020-03-12,confirmed,482
state,"Heilongjiang, China (State/Province)",2020-03-12,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-12,recovered,441
state,"Heilongjiang, China (State/Province)",2020-03-13,active,23
state,"Heilongjiang, China (State/Province)",2020-03-13,confirmed,482
state,"Heilongjiang, China (State/Province)",2020-03-13,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-13,recovered,446
state,"Heilongjiang, China (State/Province)",2020-03-14,active,22
state,"Heilongjiang, China (State/Province)",2020-03-14,confirmed,482
state,"Heilongjiang, China (State/Province)",2020-03-14,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-14,recovered,447
state,"Heilongjiang, China (State/Province)",2020-03-15,active,16
state,"Heilongjiang, China (State/Province)",2020-03-15,confirmed,482
state,"Heilongjiang, China (State/Province)",2020-03-15,deaths,13
state,"Heilongjiang, China (State/Province)",2020-03-15,recovered,453
state,"Henan, China (State/Province)",2020-01-22,active,5
state,"Henan, China (State/Province)",2020-01-22,confirmed,5
state,"Henan, China (State/Province)",2020-01-22,deaths,0
state,"Henan, China (State/Province)",2020-01-22,recovered,0
state,"Henan, China (State/Province)",2020-01-23,active,5
state,"Henan, China (State/Province)",2020-01-23,confirmed,5
state,"Henan, China (State/Province)",2020-01-23,deaths,0
state,"Henan, China (State/Province)",2020-01-23,recovered,0
state,"Henan, China (State/Province)",2020-01-24,active,9
state,"Henan, China (State/Province)",2020-01-24,confirmed,9
state,"Henan, China (State/Province)",2020-01-24,deaths,0
state,"Henan, China (State/Province)",2020-01-24,recovered,0
state,"Henan, China (State/Province)",2020-01-25,active,32
state,"Henan, China (State/Province)",2020-01-25,confirmed,32
state,"Henan, China (State/Province)",2020-01-25,deaths,0
state,"Henan, China (State/Province)",2020-01-25,recovered,0
state,"Henan, China (State/Province)",2020-01-26,active,82
state,"Henan, China (State/Province)",2020-01-26,confirmed,83
state,"Henan, China (State/Province)",2020-01-26,deaths,1
state,"Henan, China (State/Province)",2020-01-26,recovered,0
state,"Henan, China (State/Province)",2020-01-27,active,127
state,"Henan, China (State/Province)",2020-01-27,confirmed,128
state,"Henan, China (State/Province)",2020-01-27,deaths,1
state,"Henan, China (State/Province)",2020-01-27,recovered,0
state,"Henan, China (State/Province)",2020-01-28,active,167
state,"Henan, China (State/Province)",2020-01-28,confirmed,168
state,"Henan, China (State/Province)",2020-01-28,deaths,1
state,"Henan, China (State/Province)",2020-01-28,recovered,0
state,"Henan, China (State/Province)",2020-01-29,active,203
state,"Henan, China (State/Province)",2020-01-29,confirmed,206
state,"Henan, China (State/Province)",2020-01-29,deaths,2
state,"Henan, China (State/Province)",2020-01-29,recovered,1
state,"Henan, China (State/Province)",2020-01-30,active,274
state,"Henan, China (State/Province)",2020-01-30,confirmed,278
state,"Henan, China (State/Province)",2020-01-30,deaths,2
state,"Henan, China (State/Province)",2020-01-30,recovered,2
state,"Henan, China (State/Province)",2020-01-31,active,347
state,"Henan, China (State/Province)",2020-01-31,confirmed,352
state,"Henan, China (State/Province)",2020-01-31,deaths,2
state,"Henan, China (State/Province)",2020-01-31,recovered,3
state,"Henan, China (State/Province)",2020-02-01,active,417
state,"Henan, China (State/Province)",2020-02-01,confirmed,422
state,"Henan, China (State/Province)",2020-02-01,deaths,2
state,"Henan, China (State/Province)",2020-02-01,recovered,3
state,"Henan, China (State/Province)",2020-02-02,active,481
state,"Henan, China (State/Province)",2020-02-02,confirmed,493
state,"Henan, China (State/Province)",2020-02-02,deaths,2
state,"Henan, China (State/Province)",2020-02-02,recovered,10
state,"Henan, China (State/Province)",2020-02-03,active,548
state,"Henan, China (State/Province)",2020-02-03,confirmed,566
state,"Henan, China (State/Province)",2020-02-03,deaths,2
state,"Henan, China (State/Province)",2020-02-03,recovered,16
state,"Henan, China (State/Province)",2020-02-04,active,646
state,"Henan, China (State/Province)",2020-02-04,confirmed,675
state,"Henan, China (State/Province)",2020-02-04,deaths,2
state,"Henan, China (State/Province)",2020-02-04,recovered,27
state,"Henan, China (State/Province)",2020-02-05,active,715
state,"Henan, China (State/Province)",2020-02-05,confirmed,764
state,"Henan, China (State/Province)",2020-02-05,deaths,2
state,"Henan, China (State/Province)",2020-02-05,recovered,47
state,"Henan, China (State/Province)",2020-02-06,active,793
state,"Henan, China (State/Province)",2020-02-06,confirmed,851
state,"Henan, China (State/Province)",2020-02-06,deaths,2
state,"Henan, China (State/Province)",2020-02-06,recovered,56
state,"Henan, China (State/Province)",2020-02-07,active,825
state,"Henan, China (State/Province)",2020-02-07,confirmed,914
state,"Henan, China (State/Province)",2020-02-07,deaths,3
state,"Henan, China (State/Province)",2020-02-07,recovered,86
state,"Henan, China (State/Province)",2020-02-08,active,861
state,"Henan, China (State/Province)",2020-02-08,confirmed,981
state,"Henan, China (State/Province)",2020-02-08,deaths,4
state,"Henan, China (State/Province)",2020-02-08,recovered,116
state,"Henan, China (State/Province)",2020-02-09,active,874
state,"Henan, China (State/Province)",2020-02-09,confirmed,1033
state,"Henan, China (State/Province)",2020-02-09,deaths,6
state,"Henan, China (State/Province)",2020-02-09,recovered,153
state,"Henan, China (State/Province)",2020-02-10,active,876
state,"Henan, China (State/Province)",2020-02-10,confirmed,1073
state,"Henan, China (State/Province)",2020-02-10,deaths,6
state,"Henan, China (State/Province)",2020-02-10,recovered,191
state,"Henan, China (State/Province)",2020-02-11,active,880
state,"Henan, China (State/Province)",2020-02-11,confirmed,1105
state,"Henan, China (State/Province)",2020-02-11,deaths,7
state,"Henan, China (State/Province)",2020-02-11,recovered,218
state,"Henan, China (State/Province)",2020-02-12,active,881
state,"Henan, China (State/Province)",2020-02-12,confirmed,1135
state,"Henan, China (State/Province)",2020-02-12,deaths,8
state,"Henan, China (State/Province)",2020-02-12,recovered,246
state,"Henan, China (State/Province)",2020-02-13,active,863
state,"Henan, China (State/Province)",2020-02-13,confirmed,1169
state,"Henan, China (State/Province)",2020-02-13,deaths,10
state,"Henan, China (State/Province)",2020-02-13,recovered,296
state,"Henan, China (State/Province)",2020-02-14,active,816
state,"Henan, China (State/Province)",2020-02-14,confirmed,1184
state,"Henan, China (State/Province)",2020-02-14,deaths,11
state,"Henan, China (State/Province)",2020-02-14,recovered,357
state,"Henan, China (State/Province)",2020-02-15,active,808
state,"Henan, China (State/Province)",2020-02-15,confirmed,1212
state,"Henan, China (State/Province)",2020-02-15,deaths,13
state,"Henan, China (State/Province)",2020-02-15,recovered,391
state,"Henan, China (State/Province)",2020-02-16,active,778
state,"Henan, China (State/Province)",2020-02-16,confirmed,1231
state,"Henan, China (State/Province)",2020-02-16,deaths,13
state,"Henan, China (State/Province)",2020-02-16,recovered,440
state,"Henan, China (State/Province)",2020-02-17,active,721
state,"Henan, China (State/Province)",2020-02-17,confirmed,1246
state,"Henan, China (State/Province)",2020-02-17,deaths,16
state,"Henan, China (State/Province)",2020-02-17,recovered,509
state,"Henan, China (State/Province)",2020-02-18,active,716
state,"Henan, China (State/Province)",2020-02-18,confirmed,1257
state,"Henan, China (State/Province)",2020-02-18,deaths,19
state,"Henan, China (State/Province)",2020-02-18,recovered,522
state,"Henan, China (State/Province)",2020-02-19,active,670
state,"Henan, China (State/Province)",2020-02-19,confirmed,1262
state,"Henan, China (State/Province)",2020-02-19,deaths,19
state,"Henan, China (State/Province)",2020-02-19,recovered,573
state,"Henan, China (State/Province)",2020-02-20,active,609
state,"Henan, China (State/Province)",2020-02-20,confirmed,1265
state,"Henan, China (State/Province)",2020-02-20,deaths,19
state,"Henan, China (State/Province)",2020-02-20,recovered,637
state,"Henan, China (State/Province)",2020-02-21,active,512
state,"Henan, China (State/Province)",2020-02-21,confirmed,1267
state,"Henan, China (State/Province)",2020-02-21,deaths,19
state,"Henan, China (State/Province)",2020-02-21,recovered,736
state,"Henan, China (State/Province)",2020-02-22,active,421
state,"Henan, China (State/Province)",2020-02-22,confirmed,1270
state,"Henan, China (State/Province)",2020-02-22,deaths,19
state,"Henan, China (State/Province)",2020-02-22,recovered,830
state,"Henan, China (State/Province)",2020-02-23,active,384
state,"Henan, China (State/Province)",2020-02-23,confirmed,1271
state,"Henan, China (State/Province)",2020-02-23,deaths,19
state,"Henan, China (State/Province)",2020-02-23,recovered,868
state,"Henan, China (State/Province)",2020-02-24,active,309
state,"Henan, China (State/Province)",2020-02-24,confirmed,1271
state,"Henan, China (State/Province)",2020-02-24,deaths,19
state,"Henan, China (State/Province)",2020-02-24,recovered,943
state,"Henan, China (State/Province)",2020-02-25,active,250
state,"Henan, China (State/Province)",2020-02-25,confirmed,1271
state,"Henan, China (State/Province)",2020-02-25,deaths,19
state,"Henan, China (State/Province)",2020-02-25,recovered,1002
state,"Henan, China (State/Province)",2020-02-26,active,219
state,"Henan, China (State/Province)",2020-02-26,confirmed,1271
state,"Henan, China (State/Province)",2020-02-26,deaths,19
state,"Henan, China (State/Province)",2020-02-26,recovered,1033
state,"Henan, China (State/Province)",2020-02-27,active,184
state,"Henan, China (State/Province)",2020-02-27,confirmed,1272
state,"Henan, China (State/Province)",2020-02-27,deaths,20
state,"Henan, China (State/Province)",2020-02-27,recovered,1068
state,"Henan, China (State/Province)",2020-02-28,active,140
state,"Henan, China (State/Province)",2020-02-28,confirmed,1272
state,"Henan, China (State/Province)",2020-02-28,deaths,20
state,"Henan, China (State/Province)",2020-02-28,recovered,1112
state,"Henan, China (State/Province)",2020-02-29,active,81
state,"Henan, China (State/Province)",2020-02-29,confirmed,1272
state,"Henan, China (State/Province)",2020-02-29,deaths,21
state,"Henan, China (State/Province)",2020-02-29,recovered,1170
state,"Henan, China (State/Province)",2020-03-01,active,52
state,"Henan, China (State/Province)",2020-03-01,confirmed,1272
state,"Henan, China (State/Province)",2020-03-01,deaths,22
state,"Henan, China (State/Province)",2020-03-01,recovered,1198
state,"Henan, China (State/Province)",2020-03-02,active,45
state,"Henan, China (State/Province)",2020-03-02,confirmed,1272
state,"Henan, China (State/Province)",2020-03-02,deaths,22
state,"Henan, China (State/Province)",2020-03-02,recovered,1205
state,"Henan, China (State/Province)",2020-03-03,active,19
state,"Henan, China (State/Province)",2020-03-03,confirmed,1272
state,"Henan, China (State/Province)",2020-03-03,deaths,22
state,"Henan, China (State/Province)",2020-03-03,recovered,1231
state,"Henan, China (State/Province)",2020-03-04,active,16
state,"Henan, China (State/Province)",2020-03-04,confirmed,1272
state,"Henan, China (State/Province)",2020-03-04,deaths,22
state,"Henan, China (State/Province)",2020-03-04,recovered,1234
state,"Henan, China (State/Province)",2020-03-05,active,11
state,"Henan, China (State/Province)",2020-03-05,confirmed,1272
state,"Henan, China (State/Province)",2020-03-05,deaths,22
state,"Henan, China (State/Province)",2020-03-05,recovered,1239
state,"Henan, China (State/Province)",2020-03-06,active,6
state,"Henan, China (State/Province)",2020-03-06,confirmed,1272
state,"Henan, China (State/Province)",2020-03-06,deaths,22
state,"Henan, China (State/Province)",2020-03-06,recovered,1244
state,"Henan, China (State/Province)",2020-03-07,active,6
state,"Henan, China (State/Province)",2020-03-07,confirmed,1272
state,"Henan, China (State/Province)",2020-03-07,deaths,22
state,"Henan, China (State/Province)",2020-03-07,recovered,1244
state,"Henan, China (State/Province)",2020-03-08,active,3
state,"Henan, China (State/Province)",2020-03-08,confirmed,1272
state,"Henan, China (State/Province)",2020-03-08,deaths,22
state,"Henan, China (State/Province)",2020-03-08,recovered,1247
state,"Henan, China (State/Province)",2020-03-09,active,3
state,"Henan, China (State/Province)",2020-03-09,confirmed,1272
state,"Henan, China (State/Province)",2020-03-09,deaths,22
state,"Henan, China (State/Province)",2020-03-09,recovered,1247
state,"Henan, China (State/Province)",2020-03-10,active,3
state,"Henan, China (State/Province)",2020-03-10,confirmed,1272
state,"Henan, China (State/Province)",2020-03-10,deaths,22
state,"Henan, China (State/Province)",2020-03-10,recovered,1247
state,"Henan, China (State/Province)",2020-03-11,active,2
state,"Henan, China (State/Province)",2020-03-11,confirmed,1273
state,"Henan, China (State/Province)",2020-03-11,deaths,22
state,"Henan, China (State/Province)",2020-03-11,recovered,1249
state,"Henan, China (State/Province)",2020-03-12,active,2
state,"Henan, China (State/Province)",2020-03-12,confirmed,1273
state,"Henan, China (State/Province)",2020-03-12,deaths,22
state,"Henan, China (State/Province)",2020-03-12,recovered,1249
state,"Henan, China (State/Province)",2020-03-13,active,2
state,"Henan, China (State/Province)",2020-03-13,confirmed,1273
state,"Henan, China (State/Province)",2020-03-13,deaths,22
state,"Henan, China (State/Province)",2020-03-13,recovered,1249
state,"Henan, China (State/Province)",2020-03-14,active,1
state,"Henan, China (State/Province)",2020-03-14,confirmed,1273
state,"Henan, China (State/Province)",2020-03-14,deaths,22
state,"Henan, China (State/Province)",2020-03-14,recovered,1250
state,"Henan, China (State/Province)",2020-03-15,active,1
state,"Henan, China (State/Province)",2020-03-15,confirmed,1273
state,"Henan, China (State/Province)",2020-03-15,deaths,22
state,"Henan, China (State/Province)",2020-03-15,recovered,1250
state,"Hong Kong, China (State/Province)",2020-03-11,active,58
state,"Hong Kong, China (State/Province)",2020-03-11,confirmed,126
state,"Hong Kong, China (State/Province)",2020-03-11,deaths,3
state,"Hong Kong, China (State/Province)",2020-03-11,recovered,65
state,"Hong Kong, China (State/Province)",2020-03-12,active,59
state,"Hong Kong, China (State/Province)",2020-03-12,confirmed,129
state,"Hong Kong, China (State/Province)",2020-03-12,deaths,3
state,"Hong Kong, China (State/Province)",2020-03-12,recovered,67
state,"Hong Kong, China (State/Province)",2020-03-13,active,53
state,"Hong Kong, China (State/Province)",2020-03-13,confirmed,134
state,"Hong Kong, China (State/Province)",2020-03-13,deaths,4
state,"Hong Kong, China (State/Province)",2020-03-13,recovered,77
state,"Hong Kong, China (State/Province)",2020-03-14,active,58
state,"Hong Kong, China (State/Province)",2020-03-14,confirmed,140
state,"Hong Kong, China (State/Province)",2020-03-14,deaths,4
state,"Hong Kong, China (State/Province)",2020-03-14,recovered,78
state,"Hong Kong, China (State/Province)",2020-03-15,active,60
state,"Hong Kong, China (State/Province)",2020-03-15,confirmed,145
state,"Hong Kong, China (State/Province)",2020-03-15,deaths,4
state,"Hong Kong, China (State/Province)",2020-03-15,recovered,81
state,"Hong Kong, Hong Kong (State/Province)",2020-01-22,active,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-22,confirmed,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-22,deaths,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-22,recovered,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-23,active,2
state,"Hong Kong, Hong Kong (State/Province)",2020-01-23,confirmed,2
state,"Hong Kong, Hong Kong (State/Province)",2020-01-23,deaths,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-23,recovered,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-24,active,2
state,"Hong Kong, Hong Kong (State/Province)",2020-01-24,confirmed,2
state,"Hong Kong, Hong Kong (State/Province)",2020-01-24,deaths,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-24,recovered,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-25,active,5
state,"Hong Kong, Hong Kong (State/Province)",2020-01-25,confirmed,5
state,"Hong Kong, Hong Kong (State/Province)",2020-01-25,deaths,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-25,recovered,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-26,active,8
state,"Hong Kong, Hong Kong (State/Province)",2020-01-26,confirmed,8
state,"Hong Kong, Hong Kong (State/Province)",2020-01-26,deaths,0
state,"Hong Kong, Hong Kong (State/Province)",2020-01-26,recovered,0
